"capture_id","season","site","roll","capture","capture_date_local","capture_time_local","zooniverse_url_0","zooniverse_url_1","zooniverse_url_2","subject_id","question__species","question__count_max","question__count_median","question__count_min","question__standing","question__resting","question__moving","question__eating","question__interacting","question__young_present","question__horns_count_max","question__horns_count_median","question__horns_count_min","question__horns_visible","p_users_identified_this_species","pielous_evenness_index"
"WLD_S1#I12#1#625","WLD_S1","I12",1,625,"2018-12-07","03:27:03","https://panoptes-uploads.zooniverse.org/production/subject_location/5373f849-7e04-4d2e-997a-46e4c55fe933.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/81010226-f371-4953-a3fa-16689edf785d.jpeg",NA,39040116,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#I12#1#639","WLD_S1","I12",1,639,"2018-12-09","02:46:28","https://panoptes-uploads.zooniverse.org/production/subject_location/2ec9d7af-61ea-48b2-b471-242ba09e030b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ba0f57ea-ff8e-4d8b-a558-e370d7cabc81.jpeg",NA,38900548,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#I12#1#667","WLD_S1","I12",1,667,"2018-12-15","00:14:20","https://panoptes-uploads.zooniverse.org/production/subject_location/f012abfb-7166-4ad1-8c35-7a1e3fc10591.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/60b8c476-dab9-4d6f-aeb1-a8387cadd343.jpeg",NA,38997325,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#J05#1#5","WLD_S1","J05",1,5,"2018-06-10","14:33:16","https://panoptes-uploads.zooniverse.org/production/subject_location/f7b5afd4-91e9-4a6a-8d94-fbcf98439e41.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7a55d094-5624-4d6b-b018-0028f8483b5b.jpeg",NA,38936284,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#14","WLD_S1","J05",1,14,"2018-06-11","07:57:08","https://panoptes-uploads.zooniverse.org/production/subject_location/a6887450-2074-430d-a4fb-ed1db7bb010d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a2cf05c5-7ee9-43e9-88a2-e97ab80227c9.jpeg",NA,38995224,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.88
"WLD_S1#J05#1#18","WLD_S1","J05",1,18,"2018-06-11","08:35:34","https://panoptes-uploads.zooniverse.org/production/subject_location/808ab19d-66ea-40e6-8d6d-c68dd5e54235.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/09fa99a1-6cd7-4fc0-a7f8-1f4ab24e4746.jpeg",NA,39045164,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#65","WLD_S1","J05",1,65,"2018-06-15","10:27:34","https://panoptes-uploads.zooniverse.org/production/subject_location/b81f95d7-ccd0-4b90-917c-3ded916ea218.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a9532a07-3e5e-4755-a4f4-020b5fcb4f9f.jpeg",NA,39017907,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#84","WLD_S1","J05",1,84,"2018-06-17","05:06:50","https://panoptes-uploads.zooniverse.org/production/subject_location/072dd88b-f11e-44e7-9d23-bbaaf33f1b92.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ae1b4632-77a0-4a5c-8bcd-ebe2d9befc67.jpeg",NA,38927652,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.8
"WLD_S1#J05#1#85","WLD_S1","J05",1,85,"2018-06-17","05:21:41","https://panoptes-uploads.zooniverse.org/production/subject_location/46f170d5-c465-40f7-9850-998416e4bb4c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8b9463f6-05cd-496d-98f5-1fee62a60b2a.jpeg",NA,38950804,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.89,0.5
"WLD_S1#J05#1#90","WLD_S1","J05",1,90,"2018-06-17","16:31:00","https://panoptes-uploads.zooniverse.org/production/subject_location/6d7cb382-cf11-40ee-98f4-db86e87f3bd6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1a1552f2-91ed-41c7-a20c-7d4267cefb7b.jpeg",NA,38928974,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#117","WLD_S1","J05",1,117,"2018-06-20","08:28:55","https://panoptes-uploads.zooniverse.org/production/subject_location/b72c487c-5afa-48cd-a516-8177f672306e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/642b65bd-6b35-46cc-b234-fe2f11c44d42.jpeg",NA,38913639,"mongoose","1","1","1",0.71,0,0.29,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#J05#1#119","WLD_S1","J05",1,119,"2018-06-20","20:02:25","https://panoptes-uploads.zooniverse.org/production/subject_location/67e58149-77f6-427e-9cc6-c104fc9c6ab1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/cbb50725-bdbc-436f-8449-833883090189.jpeg",NA,38906934,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#J05#1#167","WLD_S1","J05",1,167,"2018-06-29","08:58:45","https://panoptes-uploads.zooniverse.org/production/subject_location/2773e003-a368-4a42-90c2-eb604bedd005.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1ee8c34d-1b0f-4e36-8b6c-a40794575030.jpeg",NA,38931292,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#168","WLD_S1","J05",1,168,"2018-06-29","08:59:15","https://panoptes-uploads.zooniverse.org/production/subject_location/1c3699a1-4ba1-4a55-8254-74f1a8c915fe.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/eef9183e-9d68-4ea9-bf1e-3d9ebded9058.jpeg",NA,39016478,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.67,0.72
"WLD_S1#J05#1#187","WLD_S1","J05",1,187,"2018-07-02","13:48:19","https://panoptes-uploads.zooniverse.org/production/subject_location/0bdc89aa-1bb2-46bd-b03c-ccef81214ac9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/bfcf47ba-e3f6-4783-a7ef-66beeb21f68b.jpeg",NA,38932577,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.79
"WLD_S1#J05#1#197","WLD_S1","J05",1,197,"2018-07-04","14:44:13","https://panoptes-uploads.zooniverse.org/production/subject_location/8940883e-520e-4cde-9d89-eb242f83cced.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/72b1ac95-7aa1-48e9-be46-e1c39dbce1e2.jpeg",NA,38914282,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#219","WLD_S1","J05",1,219,"2018-07-09","15:17:13","https://panoptes-uploads.zooniverse.org/production/subject_location/c5bedac2-23fc-444c-979f-918870030b36.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6d9750b3-9da2-4f17-9f8c-e0ea16d45167.jpeg",NA,38950952,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#J05#1#226","WLD_S1","J05",1,226,"2018-07-10","08:17:43","https://panoptes-uploads.zooniverse.org/production/subject_location/9f2dede9-83f7-402c-87db-672198bc7069.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c59502fc-71be-410e-b06e-bdcb15c659a3.jpeg",NA,38878634,"mongoose","1","1","1",0,0,1,0,0,0.17,NA,NA,NA,NA,0.6,0.82
"WLD_S1#J05#1#258","WLD_S1","J05",1,258,"2018-07-12","12:28:50","https://panoptes-uploads.zooniverse.org/production/subject_location/8c7d07f3-6141-4fad-bf60-bddb060fc407.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/037af649-b2f0-4440-a5ec-074f2892cc27.jpeg",NA,39087089,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.86
"WLD_S1#J05#1#303","WLD_S1","J05",1,303,"2018-07-14","14:40:04","https://panoptes-uploads.zooniverse.org/production/subject_location/89f51688-ed25-43ab-800a-4d709a45f5fd.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a41bc245-8575-4555-ac88-843e952bbde6.jpeg",NA,39017734,"mongoose","1","1","1",0.17,0,0.83,0,0,0,NA,NA,NA,NA,0.67,0.77
"WLD_S1#J05#1#314","WLD_S1","J05",1,314,"2018-07-19","07:53:48","https://panoptes-uploads.zooniverse.org/production/subject_location/1b418d3b-f400-40f4-85ad-6457e663905a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f0542fd5-1703-4675-9f43-42e7fe5ed338.jpeg",NA,39011110,"mongoose","1","1","1",0.2,0.2,0.8,0,0,0,NA,NA,NA,NA,0.62,0.77
"WLD_S1#J05#1#441","WLD_S1","J05",1,441,"2018-08-01","10:13:50","https://panoptes-uploads.zooniverse.org/production/subject_location/6e661a4d-54f9-4456-a668-02279d358048.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d8ff3f26-b99a-4c6a-a83c-c2ae446e0679.jpeg",NA,39026416,"mongoose","1","1","1",0.14,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#J05#1#515","WLD_S1","J05",1,515,"2018-08-06","13:15:54","https://panoptes-uploads.zooniverse.org/production/subject_location/9575c948-b089-43b1-bfd2-658c2de1416f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/5ef75409-0351-4f34-a3b3-2954155bd4d5.jpeg",NA,38981436,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.5,0.84
"WLD_S1#J05#1#523","WLD_S1","J05",1,523,"2018-08-08","05:12:51","https://panoptes-uploads.zooniverse.org/production/subject_location/a7af344c-9f2b-4d54-9315-0fbd956c7caf.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d30cc30b-f33f-4e66-bd15-3caa9627b4d6.jpeg",NA,39062488,"mongoose","1","1","1",0.14,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#535","WLD_S1","J05",1,535,"2018-08-11","08:19:00","https://panoptes-uploads.zooniverse.org/production/subject_location/d570c91e-e315-44dc-821b-4190f82e7e0b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/51bd63e8-6710-41f6-a480-b5324d5e47af.jpeg",NA,39029814,"mongoose","1","1","1",0.86,0,0.43,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#550","WLD_S1","J05",1,550,"2018-08-14","15:49:57","https://panoptes-uploads.zooniverse.org/production/subject_location/435faf50-b7a4-4f7b-9b96-b5159d74572f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/bc56b07f-a3ad-49dd-a9ab-868a33142325.jpeg",NA,39052849,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.78
"WLD_S1#J05#1#552","WLD_S1","J05",1,552,"2018-08-14","16:14:54","https://panoptes-uploads.zooniverse.org/production/subject_location/be406d90-c849-470f-abce-666471470183.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7396cddd-82e6-4f54-a2a0-f6729299742b.jpeg",NA,38886728,"mongoose","4","4","3",0.17,0,0.83,0.33,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#J05#1#593","WLD_S1","J05",1,593,"2018-08-19","07:49:05","https://panoptes-uploads.zooniverse.org/production/subject_location/55e21eea-2912-4396-a0fa-e203a18df5b1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/efefd0ed-499c-4ff3-b46c-c23b358f2713.jpeg",NA,38977060,"mongoose","1","1","1",0,0,1,0.1,0,0,NA,NA,NA,NA,1,0
"WLD_S1#J05#1#594","WLD_S1","J05",1,594,"2018-08-19","07:56:32","https://panoptes-uploads.zooniverse.org/production/subject_location/7dd4c5bf-c256-40a3-bbe6-18ffab94f2ab.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3d619a66-e03d-468e-b960-0e78460a7dee.jpeg",NA,39051883,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#616","WLD_S1","J05",1,616,"2018-08-22","07:36:35","https://panoptes-uploads.zooniverse.org/production/subject_location/4612cf94-00f1-4bc2-8028-956d9ad9ca5b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e825adbf-5019-4695-bb35-538c830b5757.jpeg",NA,38880971,"mongoose","3","3","2",0,0,1,0,0,0.12,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#626","WLD_S1","J05",1,626,"2018-08-22","14:39:31","https://panoptes-uploads.zooniverse.org/production/subject_location/853d513a-d830-4147-91b5-a85d15efa750.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c8e6b110-2582-4520-b330-db8365d1e43b.jpeg",NA,38912937,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#J05#1#627","WLD_S1","J05",1,627,"2018-08-22","14:41:29","https://panoptes-uploads.zooniverse.org/production/subject_location/112a11d0-cb9f-4304-90e9-17f1b2b28788.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f3072c96-f4d8-450b-8b95-e60ee2c59335.jpeg",NA,38940785,"mongoose","1","1","1",0.2,0,1,0,0,0,NA,NA,NA,NA,0.71,0.72
"WLD_S1#J05#1#636","WLD_S1","J05",1,636,"2018-08-24","14:19:30","https://panoptes-uploads.zooniverse.org/production/subject_location/878cac9d-9f59-41fa-a63e-e7f70ac1993c.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2abadda5-cc26-4f23-8f32-9663509ffbfd.jpeg",NA,38954184,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.73
"WLD_S1#J05#1#649","WLD_S1","J05",1,649,"2018-08-26","07:20:54","https://panoptes-uploads.zooniverse.org/production/subject_location/a19a4b21-491a-4344-94df-9f6d4db0005f.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/988ddd6d-c14e-4896-9168-f244e0bde722.jpeg",NA,38997075,"mongoose","1","1","1",0.56,0,0.44,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#J05#1#652","WLD_S1","J05",1,652,"2018-08-27","06:19:46","https://panoptes-uploads.zooniverse.org/production/subject_location/7dab2706-3c07-4840-9dd2-a80c6554004e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/835d43ab-92cc-4202-b752-ea091b1f37cc.jpeg",NA,38885870,"mongoose","1","1","1",0.25,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#680","WLD_S1","J05",1,680,"2018-08-31","06:43:01","https://panoptes-uploads.zooniverse.org/production/subject_location/ab80781c-7438-4888-8b86-082ac80d2637.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3e45bdf7-755d-4228-88df-23dd72580dd7.jpeg",NA,38887514,"mongoose","2","2","2",0,0,1,0,0,0,NA,NA,NA,NA,0.78,0.62
"WLD_S1#J05#1#681","WLD_S1","J05",1,681,"2018-08-31","07:52:00","https://panoptes-uploads.zooniverse.org/production/subject_location/cb63cb75-458a-490a-9d35-cfcf9fb876ed.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/44bc292d-61b1-4ca3-b464-94275da701d9.jpeg",NA,38908146,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#J05#1#691","WLD_S1","J05",1,691,"2018-09-01","09:40:49","https://panoptes-uploads.zooniverse.org/production/subject_location/155fc3e9-2e8f-4321-abd3-83c7facebe82.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/2d84bcd4-93b4-44ab-9993-1d8d4565eba3.jpeg",NA,39014648,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.83
"WLD_S1#J05#1#692","WLD_S1","J05",1,692,"2018-09-01","09:54:31","https://panoptes-uploads.zooniverse.org/production/subject_location/8c7bb0ae-95ca-4c3c-900e-24758437e0bb.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/eed23aeb-556d-4870-88da-9b9dc7fb8c69.jpeg",NA,38925230,"mongoose","1","1","1",0.14,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#693","WLD_S1","J05",1,693,"2018-09-01","12:22:53","https://panoptes-uploads.zooniverse.org/production/subject_location/b2b8adc0-fc7a-4ad3-a3b7-39add2c84762.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/41cc2034-f633-4b29-b169-b91cfbae2672.jpeg",NA,38985239,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.67,0.77
"WLD_S1#J05#1#695","WLD_S1","J05",1,695,"2018-09-02","08:24:31","https://panoptes-uploads.zooniverse.org/production/subject_location/ee35b79f-a024-4f76-a160-53921e28afae.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ca5379ac-8e99-4ee5-b4f1-3d165502c1d7.jpeg",NA,38988836,"mongoose","1","1","1",0.14,0,1,0,0,0,NA,NA,NA,NA,0.7,0.88
"WLD_S1#J05#1#800","WLD_S1","J05",1,800,"2018-09-20","08:35:11","https://panoptes-uploads.zooniverse.org/production/subject_location/be9e9f07-42ca-46d8-940c-982f882a45a3.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/df60d1f5-c7b5-4b80-9695-543aeb970a41.jpeg",NA,38907059,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#J05#1#818","WLD_S1","J05",1,818,"2018-09-25","14:16:40","https://panoptes-uploads.zooniverse.org/production/subject_location/67c09a81-9b94-47c9-be17-0eff5f2bc614.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/30b092b2-c9d3-4216-adfd-11903b246cca.jpeg",NA,38888557,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#J05#1#845","WLD_S1","J05",1,845,"2018-10-02","16:02:49","https://panoptes-uploads.zooniverse.org/production/subject_location/c8783e45-eb39-4957-9237-40ef20b850cf.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1332fa5a-9c39-4c2e-a3ba-fdcc8dfd5bea.jpeg",NA,38962896,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#886","WLD_S1","J05",1,886,"2018-10-09","08:48:25","https://panoptes-uploads.zooniverse.org/production/subject_location/362047cd-49eb-4564-8f22-5d7ee5344b57.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/947639ee-2111-476b-98f8-9776c6db3308.jpeg",NA,39017024,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.72
"WLD_S1#J05#1#894","WLD_S1","J05",1,894,"2018-10-10","12:22:01","https://panoptes-uploads.zooniverse.org/production/subject_location/840667ba-637f-4bbf-8e79-f68b753eb3b0.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d540ff20-67fb-4e07-9a9e-96621ab0758e.jpeg",NA,38987757,"mongoose","1","1","1",0.12,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#907","WLD_S1","J05",1,907,"2018-10-12","09:16:58","https://panoptes-uploads.zooniverse.org/production/subject_location/86fd7942-b18a-4add-85a6-ab0be508b513.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/25ea22d7-4b60-4c77-a423-1e1d8aaf2a42.jpeg",NA,38937090,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#J05#1#967","WLD_S1","J05",1,967,"2018-10-31","08:52:08","https://panoptes-uploads.zooniverse.org/production/subject_location/225a4dbb-4409-4bbf-b99a-5ca6ef8a37c4.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8899f0d7-f0d6-4ebf-941b-06705b048dde.jpeg",NA,38903035,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#J05#1#987","WLD_S1","J05",1,987,"2018-11-05","07:07:59","https://panoptes-uploads.zooniverse.org/production/subject_location/7773fb82-4544-459a-a764-281033238b21.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6e79ee2f-b213-4ae6-bf22-60913712bcf0.jpeg",NA,38934583,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#1050","WLD_S1","J05",1,1050,"2018-11-13","07:53:13","https://panoptes-uploads.zooniverse.org/production/subject_location/ccd8e091-c28f-4b0f-bd6f-94e936cca4a1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8da8300e-1747-4ba6-be16-4bb9812a65a1.jpeg",NA,38944971,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.9,0.47
"WLD_S1#J05#1#1070","WLD_S1","J05",1,1070,"2018-11-17","13:17:58","https://panoptes-uploads.zooniverse.org/production/subject_location/0cc6c7d9-2229-4044-ba74-4c6dfeace4ac.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6b90fdff-90fa-4cff-afc8-de13161780e3.jpeg",NA,38994662,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#1117","WLD_S1","J05",1,1117,"2018-11-27","03:41:33","https://panoptes-uploads.zooniverse.org/production/subject_location/07a3ebc0-0869-485d-8859-f316fd8b54a1.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d0a6afd7-b5bb-46ef-b349-e0674d5bce16.jpeg",NA,39050180,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#1233","WLD_S1","J05",1,1233,"2018-12-10","05:46:40","https://panoptes-uploads.zooniverse.org/production/subject_location/208f4c01-a8b2-42f6-8833-9f7db5b92d74.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/df2a0eff-d6c7-4a0c-b294-2655f90289c8.jpeg",NA,38928877,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,1,0
"WLD_S1#J05#1#1310","WLD_S1","J05",1,1310,"2018-12-17","07:17:06","https://panoptes-uploads.zooniverse.org/production/subject_location/2716c264-975a-4f21-8c29-d0d8738d41dc.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fd0319b7-4e2f-453e-95ed-3d89fdae9b59.jpeg",NA,38903924,"mongoose","1","1","1",0.14,0,0.86,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#J05#1#1322","WLD_S1","J05",1,1322,"2018-12-19","12:16:10","https://panoptes-uploads.zooniverse.org/production/subject_location/50aa3708-3f8b-4eed-a542-1c0f21c86dad.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/244a8a06-43a9-49d5-8dc3-7556063e8313.jpeg",NA,38906879,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.82
"WLD_S1#J05#1#1323","WLD_S1","J05",1,1323,"2018-12-19","18:16:11","https://panoptes-uploads.zooniverse.org/production/subject_location/9d7f14bc-3e89-4bc4-adc0-d71a1364cc8d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/02048ca0-a21e-46e2-a234-02096fcd516a.jpeg",NA,39003228,"mongoose","7","6","4",0,0,1,0,0,0.43,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J05#1#1420","WLD_S1","J05",1,1420,"2018-12-31","12:53:16","https://panoptes-uploads.zooniverse.org/production/subject_location/532f9abf-4594-4d2d-ae0a-1e9f250618d5.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d7b486a8-0250-4ec8-b864-f6c44391e61e.jpeg",NA,38912786,"mongoose","2","2","1",0,0,1,0,0,0,NA,NA,NA,NA,0.8,0.58
"WLD_S1#J05#1#1476","WLD_S1","J05",1,1476,"2019-01-07","10:33:45","https://panoptes-uploads.zooniverse.org/production/subject_location/055324e6-ce34-4ee4-940d-b4e164779d88.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3ac73787-d919-4b9a-be65-03b6b4067ff9.jpeg",NA,39004379,"mongoose","1","1","1",0.14,0,0.86,0,0,0,NA,NA,NA,NA,0.7,0.88
"WLD_S1#J05#1#1527","WLD_S1","J05",1,1527,"2019-01-10","12:11:39","https://panoptes-uploads.zooniverse.org/production/subject_location/399d08d2-8b50-4042-82cf-ee7f80303de6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f5ff6b37-2eeb-4909-a060-a8c45180f90e.jpeg",NA,38886675,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.43,0.87
"WLD_S1#J11#1#28","WLD_S1","J11",1,28,"2018-07-10","00:15:18","https://panoptes-uploads.zooniverse.org/production/subject_location/603516b0-5222-43a3-9631-97210b969ea6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/aa54fd6e-1b21-4345-b2b6-be505ddfce9d.jpeg",NA,38885849,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.73
"WLD_S1#J11#1#96","WLD_S1","J11",1,96,"2018-08-15","01:03:00","https://panoptes-uploads.zooniverse.org/production/subject_location/9b0ed157-eb0d-4be0-95af-cecb1028ef32.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f743018f-b11a-479f-8e28-9de99059acea.jpeg",NA,39044300,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.6,0.79
"WLD_S1#J11#1#292","WLD_S1","J11",1,292,"2018-09-26","06:16:34","https://panoptes-uploads.zooniverse.org/production/subject_location/bee202ce-c062-4b7d-96a5-68cfe56e4a80.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/57cfd60b-b8b2-4630-ad80-9b86af63ccf0.jpeg",NA,39042785,"mongoose","2","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.7,0.68
"WLD_S1#J11#1#293","WLD_S1","J11",1,293,"2018-09-26","06:17:38","https://panoptes-uploads.zooniverse.org/production/subject_location/396ddcf0-02bd-4967-b633-c96d73f6649a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ba064753-2736-4cd5-8f45-3fab364b6b3c.jpeg",NA,39000448,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.89,0.5
"WLD_S1#J11#1#392","WLD_S1","J11",1,392,"2018-10-23","23:55:51","https://panoptes-uploads.zooniverse.org/production/subject_location/aee40319-820c-4c6a-90b3-92e571c80420.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f93cc5ac-db10-4889-8569-aa8662a8bbd6.jpeg",NA,38941177,"mongoose","2","2","1",0.14,0,1,0,0,0,NA,NA,NA,NA,0.54,0.81
"WLD_S1#J13#1#1224","WLD_S1","J13",1,1224,"2018-10-31","02:45:10","https://panoptes-uploads.zooniverse.org/production/subject_location/b116250e-8d7f-4b98-9f79-30e121af4896.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/75fb4a99-c7f5-43d8-967c-2d97b258ab01.jpeg",NA,38885316,"mongoose","1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,0.67,0.72
