"capture_id","season","site","roll","capture","capture_date_local","capture_time_local","zooniverse_url_0","zooniverse_url_1","zooniverse_url_2","subject_id","question__species","question__count_max","question__count_median","question__count_min","question__standing","question__resting","question__moving","question__eating","question__interacting","question__young_present","question__horns_count_max","question__horns_count_median","question__horns_count_min","question__horns_visible","p_users_identified_this_species","pielous_evenness_index"
"WLD_S2#I08#1#821","WLD_S2","I08",1,821,"2019-09-16","17:55:16","https://panoptes-uploads.zooniverse.org/production/subject_location/ada29cd2-8119-427e-8c80-d36e6048c3e9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b333e93d-52c7-4cec-8396-fc98581e851a.jpeg","",47720896,"mongoose","6","6","6",0,0,1,0,0,0.14,"",NA,NA,NA,0.78,0.62
"WLD_S2#I08#1#920","WLD_S2","I08",1,920,"2019-09-26","16:54:33","https://panoptes-uploads.zooniverse.org/production/subject_location/edd4ce34-c4d6-43c7-a6b6-b13ab4cf09da.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/9e10fe7b-8a70-4001-884a-a9c0e9a6256c.jpeg","",47720995,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.78,0.62
"WLD_S2#I08#1#921","WLD_S2","I08",1,921,"2019-09-26","16:55:19","https://panoptes-uploads.zooniverse.org/production/subject_location/b2df42fa-5ea2-454d-aa29-6c163fbe097e.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6358d3d1-c941-4520-8119-28892b513064.jpeg","",47720996,"mongoose","2","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.93,0.81
"WLD_S2#I08#1#997","WLD_S2","I08",1,997,"2019-10-01","05:53:57","https://panoptes-uploads.zooniverse.org/production/subject_location/faf60d52-1f23-4ad7-8096-88f1e086ac8a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8dea8f34-3f25-4d2e-a9cf-7f1d53d50772.jpeg","",47721072,"mongoose","11-50","5","4",0,0,1,0,0,0.17,"",NA,NA,NA,0.6,0.76
"WLD_S2#I08#1#1008","WLD_S2","I08",1,1008,"2019-10-03","06:18:57","https://panoptes-uploads.zooniverse.org/production/subject_location/11df8f0a-83e3-4551-9c74-27e27c0e8a85.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/8571d9e4-ab96-4403-9981-ba498c626f77.jpeg","",47721083,"mongoose","3","3","2",0,0,1,0,0,0,"",NA,NA,NA,0.75,0.67
"WLD_S2#I10#1#61","WLD_S2","I10",1,61,"2019-06-03","01:06:04","https://panoptes-uploads.zooniverse.org/production/subject_location/5da5a015-b8b8-4b4e-a9e7-5c81ae2fe44a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/568b47f3-6d8c-4cca-84bf-514dc7c54888.jpeg","",47721172,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.67,0.77
"WLD_S2#I10#1#314","WLD_S2","I10",1,314,"2019-06-28","20:32:51","https://panoptes-uploads.zooniverse.org/production/subject_location/2394efb4-c78f-421d-8034-12877d37393b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b6b261be-1f76-4261-ae36-ccf4a8b39d9a.jpeg","",47721425,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.76
"WLD_S2#I10#1#444","WLD_S2","I10",1,444,"2019-07-22","02:14:31","https://panoptes-uploads.zooniverse.org/production/subject_location/1431aa44-ab51-412b-933f-bd39f2140244.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/438c6001-fbc6-47d0-b757-f84d1a0ec790.jpeg","",47721555,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#I10#1#663","WLD_S2","I10",1,663,"2019-08-17","11:21:27","https://panoptes-uploads.zooniverse.org/production/subject_location/8f3fce42-33c7-4c2b-90f5-fc8fd4ba2615.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ef48d1ad-e1cc-4518-b96e-95e9eda482f9.jpeg","",47721774,"mongoose","2","1","1",0.11,0,0.89,0,0,0,"",NA,NA,NA,0.9,0.47
"WLD_S2#I10#1#772","WLD_S2","I10",1,772,"2019-08-28","21:07:36","https://panoptes-uploads.zooniverse.org/production/subject_location/a5b34e87-e0ec-4f10-8c5c-33a06905dae7.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f41512ce-2c2f-4711-a064-0fb51261bd02.jpeg","",47721883,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.83
"WLD_S2#I10#1#795","WLD_S2","I10",1,795,"2019-08-31","17:30:47","https://panoptes-uploads.zooniverse.org/production/subject_location/bfaf51bb-a747-4203-b597-486d35520b48.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1c219ea4-d3cd-49ca-bbe8-40ec09b75adc.jpeg","",47721906,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.7,0.68
"WLD_S2#I10#1#827","WLD_S2","I10",1,827,"2019-09-03","18:32:16","https://panoptes-uploads.zooniverse.org/production/subject_location/a7327c17-539f-4355-b5a6-ac09dccd3ff0.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ebbbe84a-f25a-4751-9a19-55b9038b9128.jpeg","",47721938,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#I10#1#858","WLD_S2","I10",1,858,"2019-09-05","20:27:56","https://panoptes-uploads.zooniverse.org/production/subject_location/8767df0f-3ac5-475f-93bb-7d734ad6f320.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/784ea0d0-7078-49ef-afb1-ab42f88035b4.jpeg","",47721969,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#I10#1#1006","WLD_S2","I10",1,1006,"2019-09-19","07:00:48","https://panoptes-uploads.zooniverse.org/production/subject_location/f880f027-14bd-4efd-b214-51bed3441ec5.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/db0862a1-4271-4f90-9271-65e328e60716.jpeg","",47722117,"mongoose","4","3","1",0,0,1,0,0,0,"",NA,NA,NA,0.9,0.47
"WLD_S2#I10#1#1170","WLD_S2","I10",1,1170,"2019-09-30","17:44:14","https://panoptes-uploads.zooniverse.org/production/subject_location/5424e0ec-f3cd-40f8-97c9-5f9f729f0842.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/66339ab4-38e3-4256-998e-15bafcd38c0b.jpeg","",47722281,"mongoose","11-50","8","6",0.44,0,1,0.11,0,0.22,"",NA,NA,NA,0.9,0.79
"WLD_S2#I10#1#1182","WLD_S2","I10",1,1182,"2019-10-01","17:42:53","https://panoptes-uploads.zooniverse.org/production/subject_location/16117ba6-7a05-4618-b081-93a3f1baa0ad.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6feb08d2-ef2c-4b31-bd69-7076f157ec5e.jpeg","",47722293,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.89,0.5
"WLD_S2#I10#1#1187","WLD_S2","I10",1,1187,"2019-10-03","08:26:34","https://panoptes-uploads.zooniverse.org/production/subject_location/1e1d6eed-82d1-4bda-b185-35ce991abbf4.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/b9f16bb5-1bc2-4b2a-a618-ae29e5694c9c.jpeg","",47722298,"mongoose","2","2","1",0,0,1,0,0,0,"",NA,NA,NA,0.9,0.47
"WLD_S2#I12#1#656","WLD_S2","I12",1,656,"2019-09-05","21:50:44","https://panoptes-uploads.zooniverse.org/production/subject_location/53d1c9dd-cac3-4bea-887d-a925d3c176c6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/420ca6a2-2e92-496e-a60d-3ebd3d19586f.jpeg","",47722957,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.84
"WLD_S2#I12#1#806","WLD_S2","I12",1,806,"2019-10-03","04:30:28","https://panoptes-uploads.zooniverse.org/production/subject_location/1f6b612e-a582-43b1-a63f-1c2eba934fad.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/638de77e-b0b3-4bf4-9179-6eb6c3d73180.jpeg","",47723107,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.67,0.72
"WLD_S2#J11#1#41","WLD_S2","J11",1,41,"2019-07-26","18:41:25","https://panoptes-uploads.zooniverse.org/production/subject_location/ba896d73-2579-4ff0-8319-7aedf98bd9ad.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e684a83c-1b6a-44fe-a260-b11ada0c883f.jpeg","",47724697,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.58,0.81
"WLD_S2#J11#1#48","WLD_S2","J11",1,48,"2019-08-03","21:53:00","https://panoptes-uploads.zooniverse.org/production/subject_location/41282090-9713-4b24-a6fc-799918eafafc.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d28e6adc-fcc5-45ff-9117-3e3ebdafffa9.jpeg","",47724704,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.79
"WLD_S2#J11#1#139","WLD_S2","J11",1,139,"2019-09-01","00:10:46","https://panoptes-uploads.zooniverse.org/production/subject_location/653d1e6e-cb27-4cbc-851e-d7e6295c5673.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a9cdfda8-42f4-4f71-b735-99ea0601480e.jpeg","",47724795,"mongoose","2","2","2",0.11,0,1,0,0,0.11,"",NA,NA,NA,0.9,0.55
"WLD_S2#J11#1#199","WLD_S2","J11",1,199,"2019-09-15","21:16:05","https://panoptes-uploads.zooniverse.org/production/subject_location/7e922844-a93d-4ee0-821b-a4642d747ae7.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/07083b9b-c092-4ef0-96b4-fc235a4c9af6.jpeg","",47724855,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.56,0.81
"WLD_S2#J13#1#111","WLD_S2","J13",1,111,"2019-06-13","22:34:38","https://panoptes-uploads.zooniverse.org/production/subject_location/d89c72b0-1c89-4cf7-b87f-98ab6420b547.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ed86037a-7e28-4da5-90fc-bdb612fc9d27.jpeg","",47725011,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.46,0.85
"WLD_S2#J13#1#121","WLD_S2","J13",1,121,"2019-06-14","19:13:10","https://panoptes-uploads.zooniverse.org/production/subject_location/a08d0b40-62aa-43fd-8bfd-33b4e68b75bf.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/893e2a2d-a296-4246-a162-ca4eff50591d.jpeg","",47725021,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,1,0
"WLD_S2#J13#1#134","WLD_S2","J13",1,134,"2019-06-16","02:00:13","https://panoptes-uploads.zooniverse.org/production/subject_location/c664a92d-0ee9-4e6b-ab6b-3dd9b75d93a6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/72a30f5a-421b-49a0-b8c8-536095706b0e.jpeg","",47725034,"mongoose","1","1","1",0,0,0.86,0.14,0,0,"",NA,NA,NA,0.78,0.76
"WLD_S2#J13#1#159","WLD_S2","J13",1,159,"2019-06-17","03:15:02","https://panoptes-uploads.zooniverse.org/production/subject_location/0da58aad-8a14-4524-a576-1bee7b11a708.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/86e7fd2e-6197-42f1-8ab9-78a00cad5bce.jpeg","",47725059,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.7,0.68
"WLD_S2#J13#1#209","WLD_S2","J13",1,209,"2019-06-21","17:52:04","https://panoptes-uploads.zooniverse.org/production/subject_location/919d5223-6a4f-49c8-bdab-94ba1b2b2a7d.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/aeeb81ee-4fd9-4e2d-83cb-c39fb67d55f5.jpeg","",47725109,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.36,0.89
"WLD_S2#J13#1#241","WLD_S2","J13",1,241,"2019-06-23","18:20:15","https://panoptes-uploads.zooniverse.org/production/subject_location/5b986f17-bead-4eef-9f86-786ea5bc1ad6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6bff77a1-4557-4b7e-8aeb-7a845f3d8679.jpeg","",47725141,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,1,0
"WLD_S2#J13#1#251","WLD_S2","J13",1,251,"2019-06-24","23:41:45","https://panoptes-uploads.zooniverse.org/production/subject_location/37fff4d7-4e85-4981-a035-e75b16ab5251.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/fe8ecb91-eb96-468d-bd7e-f824f67aa7e0.jpeg","",47725151,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.88
"WLD_S2#J13#1#400","WLD_S2","J13",1,400,"2019-07-08","02:19:53","https://panoptes-uploads.zooniverse.org/production/subject_location/44f314e8-9c4e-4a9a-84c5-e92a7665007a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/cb0addeb-388a-4df5-9677-62382bedfbaf.jpeg","",47725300,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.67,0.72
"WLD_S2#J13#1#534","WLD_S2","J13",1,534,"2019-07-18","05:15:50","https://panoptes-uploads.zooniverse.org/production/subject_location/fe815da5-a320-452d-928f-38d7d4da36e9.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d7a91e85-74ea-4dcb-8e86-c5d7e8b18757.jpeg","",47725434,"mongoose","2","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.89,0.5
"WLD_S2#J13#1#600","WLD_S2","J13",1,600,"2019-07-25","18:25:27","https://panoptes-uploads.zooniverse.org/production/subject_location/eb88ab6e-fd72-4ab0-b26e-3a98a5103f22.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a4dae513-bad2-4340-80f9-c2645ad481ed.jpeg","",47725500,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,1,0
"WLD_S2#J13#1#646","WLD_S2","J13",1,646,"2019-08-03","03:39:21","https://panoptes-uploads.zooniverse.org/production/subject_location/08fd7ee0-15bc-4323-b422-53509241bde6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/49a4ceb9-7fe8-4280-9173-6a891462b1ee.jpeg","",47725546,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.7,0.68
"WLD_S2#J13#1#769","WLD_S2","J13",1,769,"2019-08-14","19:07:29","https://panoptes-uploads.zooniverse.org/production/subject_location/a61219f3-0d1a-4b8c-99a7-6a4cf95d3895.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/e12dde5f-0a01-4523-93c4-441c3d4fc9be.jpeg","",47725669,"mongoose","1","1","1",0.12,0,0.75,0.12,0,0,"",NA,NA,NA,0.8,0.72
"WLD_S2#J13#1#1077","WLD_S2","J13",1,1077,"2019-09-15","21:14:46","https://panoptes-uploads.zooniverse.org/production/subject_location/5d8b6483-12f0-4ac8-b118-d8001015576b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/00802c83-181e-490f-b2e3-16670e4de731.jpeg","",47725977,"mongoose","1","1","1",0.12,0,1,0,0,0,"",NA,NA,NA,0.8,0.58
"WLD_S2#K06#1#999","WLD_S2","K06",1,999,"2019-09-22","00:55:37","https://panoptes-uploads.zooniverse.org/production/subject_location/3c191860-ce7c-4cc5-8ecf-09169c470346.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/6a8745fd-161f-4e46-975e-7b579af9d149.jpeg","",47728269,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.7,0.68
"WLD_S2#K06#1#1343","WLD_S2","K06",1,1343,"2019-10-10","17:25:27","https://panoptes-uploads.zooniverse.org/production/subject_location/d4ab60c1-0fe3-4dde-a8a5-d9d45eab1d11.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c3883fe6-5dc7-4220-a0a1-bd803357a8ed.jpeg","",47728612,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.56,0.81
"WLD_S2#K06#1#1344","WLD_S2","K06",1,1344,"2019-10-10","17:25:58","https://panoptes-uploads.zooniverse.org/production/subject_location/80e58f60-e33f-4da4-9e2d-85bb49ae6313.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/4c3a6891-aa40-416b-8fc0-a6eab1ad4b10.jpeg","",47728613,"mongoose","3","3","1",0.5,0,0.33,0.83,0,0,"",NA,NA,NA,0.55,0.79
"WLD_S2#K06#1#1345","WLD_S2","K06",1,1345,"2019-10-10","17:27:52","https://panoptes-uploads.zooniverse.org/production/subject_location/a4eb04ea-d1d5-46c6-94e7-2becb8302701.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ebb9489e-1dfd-4796-b949-2e3977c77e38.jpeg","",47728614,"mongoose","1","1","1",0,0,1,0.5,0,0,"",NA,NA,NA,0.6,0.9
"WLD_S2#K06#1#1346","WLD_S2","K06",1,1346,"2019-10-10","17:28:46","https://panoptes-uploads.zooniverse.org/production/subject_location/97c606af-a57c-4994-a3e6-238e112cebc6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1d79f01d-a6ce-4319-abda-6555295ccadd.jpeg","",47728615,"mongoose","1","1","1",0.62,0,0.12,0.38,0,0,"",NA,NA,NA,0.53,0.75
"WLD_S2#K06#1#1350","WLD_S2","K06",1,1350,"2019-10-10","17:35:42","https://panoptes-uploads.zooniverse.org/production/subject_location/0693ddb4-cb18-48cd-9095-5d369d9949f7.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/ed462541-de42-46c5-bbd9-c4b8d3421596.jpeg","",47728619,"mongoose","1","1","1",0,0,0.9,0.1,0,0,"",NA,NA,NA,1,0.95
"WLD_S2#K06#1#1356","WLD_S2","K06",1,1356,"2019-10-10","17:53:32","https://panoptes-uploads.zooniverse.org/production/subject_location/a0710368-455e-4d08-a0bd-0dd43aad50e6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/06e5f480-d092-4c82-9c76-bc91a8b0a438.jpeg","",47728625,"mongoose","1","1","1",0.4,0,0.6,0,0,0,"",NA,NA,NA,0.5,0.84
"WLD_S2#K06#1#1357","WLD_S2","K06",1,1357,"2019-10-10","17:53:59","https://panoptes-uploads.zooniverse.org/production/subject_location/23cf999c-fe5e-4e7b-8ef6-e147d1adf6c6.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/15b29cbd-a4cf-44ea-be4a-9de5ecd3a6a2.jpeg","",47728626,"mongoose","1","1","1",0.33,0,0,1,0,0,"",NA,NA,NA,0.67,0.72
"WLD_S2#K06#1#1358","WLD_S2","K06",1,1358,"2019-10-10","17:55:56","https://panoptes-uploads.zooniverse.org/production/subject_location/b7248f3c-130d-4c07-a8a7-dfb3fe9c3522.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/04992471-4a01-45ce-afd0-65b80c9ad635.jpeg","",47728627,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.78,0.62
"WLD_S2#K08#1#304","WLD_S2","K08",1,304,"2019-07-20","02:41:02","https://panoptes-uploads.zooniverse.org/production/subject_location/6549df43-490c-4d2e-bd5a-1a42417f2142.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c5e1457e-ac81-4f4c-b0d0-a647c77c6918.jpeg","",47728943,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.46,0.87
"WLD_S2#K10#1#12","WLD_S2","K10",1,12,"2019-06-06","23:00:32","https://panoptes-uploads.zooniverse.org/production/subject_location/316733f7-78b9-4a2e-9279-12c9dd316fb5.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/a0c77e64-612c-4b9b-a517-2fcafa1e5f2a.jpeg","",47730107,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.8,0.72
"WLD_S2#K10#1#30","WLD_S2","K10",1,30,"2019-06-09","10:01:13","https://panoptes-uploads.zooniverse.org/production/subject_location/e69967f9-975b-4838-8c18-00dafdbb8736.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/34f11d83-8687-4203-bc2e-4b0cffe4f5b6.jpeg","",47730125,"mongoose","1","1","1",0.3,0,0.8,0,0,0,"",NA,NA,NA,1,0
"WLD_S2#K10#1#31","WLD_S2","K10",1,31,"2019-06-09","10:02:25","https://panoptes-uploads.zooniverse.org/production/subject_location/e0662e2e-603a-49e4-87e1-1326b0cede9a.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/dfba76a7-8a63-40d3-b2bd-9e2b3f20779f.jpeg","",47730126,"mongoose","5","5","3",0,0,1,0,0.33,0,"",NA,NA,NA,0.67,0.77
"WLD_S2#K10#1#49","WLD_S2","K10",1,49,"2019-06-13","05:27:01","https://panoptes-uploads.zooniverse.org/production/subject_location/a13845ab-a449-4ea3-9532-84d53e1b7754.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/aba53f81-1977-4d7b-9ce4-f708e4a604c0.jpeg","",47730144,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.9,0.47
"WLD_S2#K10#1#228","WLD_S2","K10",1,228,"2019-07-14","03:39:56","https://panoptes-uploads.zooniverse.org/production/subject_location/092e3ca1-978a-43aa-89e9-be2700451095.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/64927616-b7c1-4757-b4c0-a7941d5a9291.jpeg","",47730322,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.67,0.92
"WLD_S2#K10#1#245","WLD_S2","K10",1,245,"2019-07-16","18:51:53","https://panoptes-uploads.zooniverse.org/production/subject_location/ac47b153-fdca-402b-bf23-a399561561d3.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/7e442f32-bf71-4331-bd21-069c07038c48.jpeg","",47730339,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.82
"WLD_S2#K12#1#12","WLD_S2","K12",1,12,"2019-07-23","13:55:24","https://panoptes-uploads.zooniverse.org/production/subject_location/883f1e4f-0b6b-4b23-9dc0-5d1650aeb3ae.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/c6a57d64-d2e0-408f-aa63-346cb40d0af1.jpeg","",47731100,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.6,0.76
"WLD_S2#M10#1#297","WLD_S2","M10",1,297,"2019-08-08","05:22:36","https://panoptes-uploads.zooniverse.org/production/subject_location/babdbfdb-1d74-4433-9669-1062ccbeddaf.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/d53983ce-2d97-49a1-8d5d-55ba1ff4da55.jpeg","",47736030,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.33,0.92
"WLD_S2#M10#1#321","WLD_S2","M10",1,321,"2019-08-08","20:51:08","https://panoptes-uploads.zooniverse.org/production/subject_location/7abf6b56-09ab-47bf-9ca3-b1c882c41c5b.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/5480a5a3-2c64-4547-8313-efdce22c0d63.jpeg","",47736054,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.33,0.91
"WLD_S2#M10#1#343","WLD_S2","M10",1,343,"2019-08-09","23:48:52","https://panoptes-uploads.zooniverse.org/production/subject_location/572e585b-67e0-48dd-98b5-6d9a511a1abb.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/409881ff-afc5-440f-af88-bbeaca7d14c8.jpeg","",47736076,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.4,0.85
"WLD_S2#M10#1#591","WLD_S2","M10",1,591,"2019-08-18","01:37:14","https://panoptes-uploads.zooniverse.org/production/subject_location/4d75ecec-c72a-496a-a8be-dc9c7556c145.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/5d81331c-a87f-43f5-89c8-12e85da73025.jpeg","",47736324,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.56,0.99
"WLD_S2#M10#1#1128","WLD_S2","M10",1,1128,"2019-09-04","22:07:31","https://panoptes-uploads.zooniverse.org/production/subject_location/c6a7a666-7422-4cc6-94b9-d71f7bebda01.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/1ac061cd-6d94-41e1-8e7e-af89b7a5c3ae.jpeg","",47736861,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.5,0.82
"WLD_S2#M10#1#1132","WLD_S2","M10",1,1132,"2019-09-05","04:11:05","https://panoptes-uploads.zooniverse.org/production/subject_location/fb8daeb1-b2b3-455b-bd82-d2ffda3e9547.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/3db93919-ee8f-44ac-8b66-58eb130ff337.jpeg","",47736865,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.17,0.96
"WLD_S2#M10#1#1327","WLD_S2","M10",1,1327,"2019-09-12","21:24:58","https://panoptes-uploads.zooniverse.org/production/subject_location/d91a602c-8a07-4834-b63a-bc26c2bf7ec2.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/61953129-dfbf-47cd-a3c0-c7c1d6cd1550.jpeg","",47737060,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.19,0.96
"WLD_S2#M10#1#1527","WLD_S2","M10",1,1527,"2019-09-23","17:34:31","https://panoptes-uploads.zooniverse.org/production/subject_location/3f83afdf-fded-4370-817e-0bf95d03df34.jpeg","https://panoptes-uploads.zooniverse.org/production/subject_location/f6c634f3-f1bb-42a9-a25f-86dac56eaaef.jpeg","",47737260,"mongoose","1","1","1",0,0,1,0,0,0,"",NA,NA,NA,0.7,0.88
